id,title,department,location,required_skills,preferred_skills,education,experience_required,responsibilities,employment_type,company_name,industry,salary_range,job_posted_date,application_deadline,work_mode
7211,DevOps Engineer,Backend Team,"Jumla, Lumbini Province, Nepal","['fastapi', 'firebase', 'graphql apis', 'nuxt.js', 'postgresql', 'react native', 'rest apis', 'spring boot', 'tdd', 'typescript']","['postgresql', 'firebase', 'nuxt.js']",self-taught,12,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,CodeWave,Software Services,"NPR 1,398,584–1,805,357",2025-08-01,2025-08-17,WFH
7212,Full Stack Engineer,Frontend Team,"Lalitpur, Gandaki Province, Nepal","['aws', 'django', 'graphql apis', 'microservices', 'redis', 'rest apis', 'ruby on rails', 'rust', 'terraform', 'vue']","['aws', 'rust', 'terraform']",master of science in it,3,"Work on full stack engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,CodeWave,Web Development,"NPR 955,613–1,691,367",2025-08-03,2025-08-20,WFH
7213,Data Engineer,Backend Team,"Jumla, Lumbini Province, Nepal","['aws', 'c#', 'cockroachdb', 'docker', 'firebase', 'graphql apis', 'monolithic apps', 'performance tuning', 'react', 'ruby', 'spring boot']","['ruby', 'spring boot', 'aws']",diploma in it,0,"Work on data engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,CodeWave,Mobile Development,"NPR 818,083–1,220,238",2025-08-05,2025-08-29,Hybrid
7214,Product Engineer,Data Science,"Bhaktapur, Bagmati Province, Nepal","['azure', 'integration testing', 'mysql', 'rest apis', 'ruby on rails', 'scaling', 'typescript', 'vue']","['ruby on rails', 'vue', 'mysql']",bim,3,"Work on product engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,CodeWave,Web Development,"NPR 1,216,315–1,622,920",2025-08-10,2025-08-30,WFH
7215,Software Engineer,Development,"Hetauda, Karnali Province, Nepal","['cockroachdb', 'django', 'firebase', 'graphql', 'heroku', 'performance tuning', 'rest apis', 'ruby on rails', 'svelte', 'tdd', 'typescript', 'vue']","['vue', 'ruby on rails', 'svelte']",bachelor of computer applications,6,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,AppWorks Nepal,Web Development,"NPR 1,482,839–1,861,853",2025-08-05,2025-08-23,Hybrid
7216,Software Engineer,Backend Team,"Pokhara, Gandaki Province, Nepal","['.net core', 'ci/cd', 'cockroachdb', 'firebase', 'heroku', 'java', 'php', 'ruby on rails', 'scaling', 'svelte', 'tailwind css', 'tdd']","['java', 'svelte', 'php']",bim,14,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,DataSphere,Mobile Development,"NPR 921,063–1,556,724",2025-08-04,2025-08-23,Onsite
7217,Product Engineer,Backend Team,"Bhimdatta, Province No. 1, Nepal","['ci/cd', 'graphql apis', 'heroku', 'java', 'laravel', 'mysql', 'react', 'rust', 'security best practices', 'swift']","['react', 'swift', 'laravel']",master of technology,9,"Work on product engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,DataSphere,Data Analytics,"NPR 1,151,572–1,547,714",2025-08-09,2025-08-24,Hybrid
7218,Frontend Engineer,Data Science,"Itahari, Lumbini Province, Nepal","['cockroachdb', 'express.js', 'firebase', 'integration testing', 'performance tuning', 'python', 'tdd', 'vue']","['python', 'express.js', 'cockroachdb']",bachelor of engineering in computer engineering,14,"Work on frontend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,AppWorks Nepal,Mobile Development,"NPR 1,089,708–1,848,116",2025-08-06,2025-08-27,Hybrid
7219,DevOps Engineer,Frontend Team,"Ilam, Province No. 1, Nepal","['ansible', 'fastapi', 'firebase', 'flask', 'graphql apis', 'java', 'jenkins', 'microservices', 'mysql', 'next.js', 'unit testing']","['mysql', 'flask', 'ansible']",diploma in it,2,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,AppWorks Nepal,Software Services,"NPR 1,205,387–1,748,830",2025-08-03,2025-08-20,WFH
7220,Mobile Developer,Development,"Jumla, Bagmati Province, Nepal","['dynamodb', 'firebase', 'flutter', 'gcp', 'graphql apis', 'node.js', 'nuxt.js', 'rest apis', 'rust', 'scaling', 'typescript']","['rust', 'gcp', 'firebase']",master of technology,8,"Work on mobile developer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,SoftVision,Data Analytics,"NPR 1,399,229–2,098,729",2025-08-02,2025-08-29,Hybrid
7221,Software Engineer,Development,"Kathmandu, Sudurpashchim Province, Nepal","['.net core', 'azure', 'ci/cd', 'cockroachdb', 'digitalocean', 'graphql', 'graphql apis', 'nuxt.js', 'performance tuning', 'redis', 'typescript', 'vue']","['nuxt.js', 'typescript', 'vue']",master of technology,10,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,SoftVision,Web Development,"NPR 1,272,810–1,951,964",2025-08-01,2025-08-21,Hybrid
7222,Full Stack Engineer,Frontend Team,"Jumla, Province No. 1, Nepal","['cockroachdb', 'firebase', 'flask', 'mysql', 'nuxt.js', 'rest apis', 'scaling', 'security best practices', 'typescript']","['cockroachdb', 'flask', 'firebase']",bachelor of engineering in computer engineering,13,"Work on full stack engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,CodeWave,Data Analytics,"NPR 1,164,871–1,399,920",2025-08-03,2025-08-25,Onsite
7223,Full Stack Engineer,Development,"Kathmandu, Karnali Province, Nepal","['azure', 'ci/cd', 'django', 'fastapi', 'go', 'graphql apis', 'postgresql', 'svelte', 'unit testing']","['django', 'azure', 'fastapi']",bachelor of science in computer science,2,"Work on full stack engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,AppWorks Nepal,Web Development,"NPR 985,433–1,682,403",2025-08-07,2025-08-26,WFH
7224,Mobile Developer,Frontend Team,"Lalitpur, Madhesh Province, Nepal","['ci/cd', 'cockroachdb', 'digitalocean', 'nuxt.js', 'performance tuning', 'rust', 'scaling', 'spring boot']","['rust', 'spring boot', 'cockroachdb']",master of science in it,11,"Work on mobile developer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,TechNepal Ltd,Mobile Development,"NPR 1,464,483–2,252,269",2025-08-09,2025-09-08,Hybrid
7225,Backend Engineer,Frontend Team,"Kathmandu, Bagmati Province, Nepal","['gcp', 'go', 'integration testing', 'javascript', 'redis', 'rest apis', 'svelte', 'tdd']","['svelte', 'redis', 'go']",bim,7,"Work on backend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,AppWorks Nepal,Software Services,"NPR 1,337,061–1,793,638",2025-08-07,2025-08-23,Hybrid
7226,Software Engineer,Frontend Team,"Bhaktapur, Lumbini Province, Nepal","['digitalocean', 'graphql apis', 'javascript', 'laravel', 'mongodb', 'rust', 'scaling', 'security best practices', 'typescript', 'vue']","['javascript', 'vue', 'mongodb']",bachelor of engineering in computer engineering,1,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,TechNepal Ltd,Mobile Development,"NPR 1,142,771–1,935,043",2025-08-07,2025-09-04,Onsite
7227,Engineering Manager,Development,"Nepalgunj, Province No. 1, Nepal","['.net core', 'dynamodb', 'gcp', 'microservices', 'monolithic apps', 'next.js', 'scala', 'tdd']","['.net core', 'next.js', 'dynamodb']",master of technology,0,"Work on engineering manager tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,DataSphere,IT Consulting,"NPR 1,093,868–1,778,791",2025-08-06,2025-08-29,Onsite
7228,Frontend Engineer,Development,"Dhangadhi, Lumbini Province, Nepal","['aws', 'bootstrap', 'flask', 'gcp', 'go', 'integration testing', 'mysql', 'nuxt.js', 'performance tuning', 'rest apis']","['gcp', 'mysql', 'flask']",master of business administration (technology),5,"Work on frontend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,SoftVision,Software Services,"NPR 1,136,198–1,549,545",2025-08-02,2025-08-31,Hybrid
7229,Data Engineer,Data Science,"Hetauda, Karnali Province, Nepal","['azure', 'c#', 'laravel', 'nuxt.js', 'performance tuning', 'ruby on rails', 'scala', 'security best practices', 'sqlite', 'unit testing']","['nuxt.js', 'laravel', 'scala']",bachelor of science in computer science,13,"Work on data engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,DataSphere,Data Analytics,"NPR 1,130,385–1,872,665",2025-08-08,2025-09-01,Onsite
7230,Frontend Engineer,Development,"Gorkha, Karnali Province, Nepal","['c#', 'firebase', 'go', 'integration testing', 'monolithic apps', 'security best practices', 'sqlite', 'swift', 'vue']","['swift', 'firebase', 'go']",diploma in it,15,"Work on frontend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,SoftVision,Software Services,"NPR 1,492,721–2,205,204",2025-08-01,2025-08-21,WFH
7231,Mobile Developer,Frontend Team,"Gorkha, Madhesh Province, Nepal","['ansible', 'cockroachdb', 'digitalocean', 'graphql apis', 'microservices', 'node.js', 'nuxt.js', 'prisma', 'python', 'rabbitmq', 'scaling']","['node.js', 'digitalocean', 'ansible']",bachelor of science in computer science,11,"Work on mobile developer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,DataSphere,Mobile Development,"NPR 1,402,936–2,055,024",2025-08-02,2025-08-25,Hybrid
7232,DevOps Engineer,Frontend Team,"Ilam, Lumbini Province, Nepal","['angular', 'apache kafka', 'go', 'graphql apis', 'heroku', 'laravel', 'mongodb', 'monolithic apps', 'react', 'security best practices']","['heroku', 'go', 'apache kafka']",bachelor of computer applications,5,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,CodeWave,IT Consulting,"NPR 1,289,568–1,499,053",2025-08-09,2025-08-25,Hybrid
7233,Frontend Engineer,Development,"Janakpur, Karnali Province, Nepal","['angular', 'aws', 'heroku', 'integration testing', 'mongodb', 'performance tuning', 'ruby on rails', 'rust', 'swift', 'unit testing']","['aws', 'rust', 'heroku']",master of business administration (technology),7,"Work on frontend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,AppWorks Nepal,Software Services,"NPR 851,813–1,362,934",2025-08-02,2025-08-24,WFH
7234,Data Engineer,Development,"Itahari, Karnali Province, Nepal","['.net core', 'c#', 'flask', 'graphql apis', 'heroku', 'javascript', 'mongodb', 'nuxt.js', 'rust', 'security best practices', 'tdd', 'terraform']","['mongodb', '.net core', 'terraform']",diploma in it,0,"Work on data engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,AppWorks Nepal,IT Consulting,"NPR 1,254,657–1,566,427",2025-08-03,2025-08-30,Onsite
7235,Product Engineer,Development,"Dang, Madhesh Province, Nepal","['angular', 'digitalocean', 'django', 'go', 'mongodb', 'monolithic apps', 'rest', 'rest apis', 'security best practices']","['django', 'go', 'digitalocean']",master of business administration (technology),1,"Work on product engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,DataSphere,Software Services,"NPR 1,052,206–1,379,893",2025-08-09,2025-09-04,Hybrid
7236,DevOps Engineer,Backend Team,"Janakpur, Karnali Province, Nepal","['azure', 'express.js', 'integration testing', 'java', 'microservices', 'next.js', 'performance tuning', 'postgresql']","['java', 'next.js', 'postgresql']",master of technology,12,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,CodeWave,Web Development,"NPR 810,035–1,311,657",2025-08-01,2025-08-24,Onsite
7237,Data Engineer,Data Science,"Dhangadhi, Sudurpashchim Province, Nepal","['cockroachdb', 'fastapi', 'gcp', 'github actions', 'grpc', 'performance tuning', 'scaling', 'sqlite', 'tdd', 'typescript', 'vue']","['typescript', 'fastapi', 'sqlite']",master of science in it,1,"Work on data engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,SoftVision,Mobile Development,"NPR 1,473,717–1,952,187",2025-08-05,2025-08-21,Hybrid
7238,Engineering Manager,Frontend Team,"Pokhara, Madhesh Province, Nepal","['aws', 'dynamodb', 'laravel', 'next.js', 'node.js', 'performance tuning', 'ruby', 'scala', 'svelte', 'tdd', 'unit testing']","['dynamodb', 'laravel', 'aws']",bachelor of engineering in computer engineering,6,"Work on engineering manager tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,AppWorks Nepal,Software Services,"NPR 802,981–1,419,466",2025-08-01,2025-08-23,WFH
7239,Mobile Developer,Data Science,"Nepalgunj, Lumbini Province, Nepal","['apache kafka', 'digitalocean', 'go', 'integration testing', 'material ui', 'mongodb', 'next.js', 'react', 'rest apis', 'ruby', 'tdd']","['digitalocean', 'material ui', 'mongodb']",bachelor of science in computer science,12,"Work on mobile developer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,SoftVision,Data Analytics,"NPR 1,206,051–1,492,089",2025-08-08,2025-08-30,Hybrid
7240,Software Engineer,Mobile Apps,"Butwal, Bagmati Province, Nepal","['.net core', 'angular', 'ci/cd', 'firebase', 'gcp', 'rest apis', 'ruby', 'unit testing']","['angular', 'firebase', 'ci/cd']",bim,3,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,DataSphere,Data Analytics,"NPR 959,935–1,255,610",2025-08-05,2025-08-25,Onsite
7241,Mobile Developer,Development,"Hetauda, Gandaki Province, Nepal","['ci/cd', 'django', 'heroku', 'integration testing', 'microservices', 'mongodb', 'nuxt.js', 'scala']","['heroku', 'django', 'nuxt.js']",bim,6,"Work on mobile developer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,AppWorks Nepal,Software Services,"NPR 1,038,984–1,702,462",2025-08-05,2025-08-24,Onsite
7242,Software Engineer,Backend Team,"Butwal, Karnali Province, Nepal","['digitalocean', 'elasticsearch', 'firebase', 'flask', 'graphql apis', 'php', 'react', 'scala', 'scaling', 'security best practices', 'sqlite']","['sqlite', 'elasticsearch', 'digitalocean']",bim,13,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,TechNepal Ltd,Mobile Development,"NPR 967,654–1,388,329",2025-08-04,2025-09-01,WFH
7243,Data Engineer,Mobile Apps,"Bara, Gandaki Province, Nepal","['angular', 'azure', 'ci/cd', 'digitalocean', 'firebase', 'graphql apis', 'ruby on rails', 'rust', 'scaling', 'svelte']","['ruby on rails', 'rust', 'digitalocean']",bim,6,"Work on data engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,CodeWave,Software Services,"NPR 1,380,061–1,802,494",2025-08-07,2025-09-03,Onsite
7244,Full Stack Engineer,Mobile Apps,"Itahari, Gandaki Province, Nepal","['fastapi', 'gcp', 'javascript', 'next.js', 'performance tuning', 'postgresql', 'rest apis', 'security best practices']","['next.js', 'javascript', 'postgresql']",master of technology,5,"Work on full stack engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,TechNepal Ltd,Mobile Development,"NPR 1,223,930–1,470,013",2025-08-02,2025-08-18,Hybrid
